title,url,date,description,img
1.27.15,https://getquicker.net/Help/Versions/Version?version=1.27.15.0,Tue Nov  2 00:00:00 2021,【小】修复手势首次触发时屏幕左上角显示白线的问题。<br>【小】用户界面控制支持右键单击和左键双击。,
1.27.14,https://getquicker.net/Help/Versions/Version?version=1.27.14.0,Tue Nov  2 00:00:00 2021,【小】增加全局百度OCR账号设置。没有自有账号的，可以开启在免费额度用尽后使用Q豆调用基础OCR服务。<br>【小】动作修饰文字去除阴影，去除粗体。（避免模糊并节约一点空间）<br>【小】增加选项：禁用中键关闭悬浮按钮。<br>动作开发<br>【小】窗口界面控制FlaUI：增加支持右键单击、左键双击动作。<br>【小】图片处理：修复圆角参数解析出错问题。,
1.27.13,https://getquicker.net/Help/Versions/Version?version=1.27.13.0,Wed Oct 27 00:00:00 2021,【小】优化登录界面。<br>【小】首次同步不成功时，自动重试几次（避免刚开机网络不通造成不能自动同步的情况）。<br>【小】用户选择：保持上次位置时，不保持高度，允许窗口根据列表内容多少变化高度。<br>动作开发<br>【小】写入文本文件：UTF8编码时，默认不带UTF-BOM字节序标记。,
1.27.10,https://getquicker.net/Help/Versions/Version?version=1.27.10.0,Tue Oct 26 00:00:00 2021,【小】安装和导入动作时避免切换动作页。<br>【小】Fix：Tooltip文字某些情况下显示为空白的问题（在按钮的文字颜色是白色时候可能会出现）。<br>【小】导出动作列表csv文件：增加导出关联的exe信息（场景关联的其他exe程序）。<br><br><br>动作开发<br>【小】二维码生成支持pdf、svg、ascii输出。<br>【小】表单：捕捉赋值到错误变量类型可能报异常的情况。<br>【小】本地公共子程序支持按最后编辑时间排序。<br>【小】变量列表：增加按变量类型排序。在有额外图标的情况下，对齐变量名。,
1.27.7,https://getquicker.net/Help/Versions/Version?version=1.27.7.0,Sun Oct 24 00:00:00 2021,【小】改善前台进程（特别是Quicker进程）的识别和更新。避免在删除动作/分享动作等情况显示对话框时上下文面板切换动作页。<br>【小】解决WebView2窗口识别进程不正确的问题。<br>【小】尝试隐藏内容为空的Tooltip。<br>动作开发<br>【小】支持模板动作：创建一个名称为“_template_”的动作，之后创建动作时，会自动从此动作复制变量和步骤作为初始动作内容。<br>【小】模块列表筛选时支持空格分隔多个关键字。,
1.27.6,https://getquicker.net/Help/Versions/Version?version=1.27.6.0,Sat Oct 23 00:00:00 2021,【小】改进前台进程识别算法，避免有的情况识别到错误进程的问题。<br>【小】高级鼠标触发中的“全屏禁用”选项对滚轮操作也生效。<br>【小】文本窗口：显示搜索结果数量和当前序号。<br>【小】自定义窗口中使用Markdown时支持打开链接。<br>【小】动作设计窗口：变量列表允许多选（方便选择多个一起调整位置）。,
1.27.5,https://getquicker.net/Help/Versions/Version?version=1.27.5.0,Wed Oct 20 00:00:00 2021,【中】调整免费版限制。<br>（1）取消一个月内试用专业版功能（为避免引起用户对功能突然不能用了产生的疑惑）。<br>（2）其它免费版限制变更：<br>功能<br>调整前<br>调整后<br>动作快捷键<br>不支持<br>允许设置3个。<br>扩展热键<br>试用半年<br>允许设置10条规则，不限时间。<br>文本指令<br>试用半年<br>允许设置10条规则，不限时间。<br>矢量图标<br>不支持<br>允许使用。<br>快速截图<br>不支持自动运行动作<br>支持。<br>仪表盘视图<br>不支持<br>支持。<br>悬浮动作<br>不支持<br>支持悬浮1个按钮或动作页。<br><br><br><br><br>【小】Markdown提示：更改风格、图片限制最大宽度。<br>【小】分享动作时，停用的本地共享子程序步骤不再进行嵌入。<br>【小】为布尔类型参数传递了数字0作为值时，按照false对待。<br>【小】改善菜单数据解析处理。,
1.27.4,https://getquicker.net/Help/Versions/Version?version=1.27.4.0,Mon Oct 18 00:00:00 2021,"功能改进<br>【小】Fix：高级鼠标触发规则中“全屏禁用”选项不生效的问题。<br>【小】改善tooltip风格（圆角显示）。<br>动作开发<br>【小】表单：字段说明支持“MD:markdown 格式说明内容”，便于插入链接。<br>【小】表单、用户选择：增加“帮助按钮”，可用Markdown格式文本设置帮助内容，点击按钮后显示。<br>【小】增加“显示菜单”模块，可用于显示一个自定义的纵向菜单。<br>【小】[icon:文件路径] 支持路径中含有逗号“,”和成对的[]字符。<br>【小】托盘菜单、Quicker操作模块：增加重置键盘状态功能。",
1.27.2,https://getquicker.net/Help/Versions/Version?version=1.27.2.0,Wed Oct 13 00:00:00 2021,功能改进<br>【小】动作右键菜单：基本上还原旧的设置。（折叠起来使用上确实有点不便。）<br>【小】改善进程切换识别处理，避免在ditto等进程上直接使用左键辅助（而没有使用面板触发）时识别到错误的进程。<br>【小】截图：选择区域时支持Shift键选择正方形。<br>【小】悬浮按钮：修复上一版中右键菜单项缺失问题。<br>【小】其它改进：<br>手势设置：右键菜单“编辑动作”避免编辑到手势轨迹上之前设置的动作。<br>增加右键菜单上Tooltip的触发时间。<br>安装包中增加图标信息。<br>动作开发<br>【小】状态存取：支持在子程序中使用。<br>【小】选择路径：根据默认扩展名参数自动更新筛选器。<br>【小】更新库版本（HC）。<br>【小】使用第三方资源管理器定位文件时，如果失败自动改用资源管理器定位。<br>【小】动作设计窗口：变量右键支持复制变量名（{变量名}格式）。<br>【小】表达式：_context.WriteCache() 值为null时清除缓存项。增加_context.RemoveCache()方法。<br>【小】步骤参数：支持输入的选项支持右键转换为文本。,
1.27.0,https://getquicker.net/Help/Versions/Version?version=1.27.0.0,Sun Oct 10 00:00:00 2021,功能改进<br>【小】优化动作右键菜单：<br>菜单分组<br>来源动作->反馈：打开动作反馈网页。<br>【小】安装新动作后不再弹出成功失败反馈窗口。<br><br><br>动作开发<br>【小】优化动作状态保存：（1）如果内容没有变化则不更新状态。（2）加锁避免线程冲突。<br>【小】改善二维码识别。<br>【小】用户选择：使用上次位置支持多次运行动作之间保持位置。,
